2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-15 15:51,0.51,72,Basement
2023-03-18 09:24:19,0.12,Bedroom,Bedroom
2023-03-18 09:34:21,0.24,Bedroom,Bedroom
2023-03-19 09:16:47,0.13,34,Bedroom
2023-03-19 09:18:23,0.13,34,Bedroom
2023-03-19 09:18:40,0.13,34,Bedroom
2023-03-19 09:18:52,0.13,34,Bedroom
2023-03-19 09:19:06,0.13,34,Bedroom
